,player_id,team_name,season,league,gp,g,a,pts,pim,pm,first_name,last_name,name,player_type,position,shoots,dob,youth_team,nationality,weight_metric,weight_imperial,height_metric,height_imperial,draft_year,round,overall_pick_num,draft_team_name
49,11576,Plymouth Whalers,1993-1994,OHL,57.0,45.0,64.0,109.0,81.0,,Bob,Wren,Bob Wren,SKATER,F,L,1974-09-16,,CAN,84.0,185.0,178.0,"5'10""",,,,
50,19146,Mississauga IceDogs,2006-2007,OHL,61.0,4.0,2.0,6.0,16.0,-9.0,Barry,Sanderson,Barry Sanderson,SKATER,F,R,1990-04-22,,USA,75.0,165.0,172.0,"5'8""",,,,
51,19146,Niagara IceDogs,2007-2008,OHL,60.0,10.0,17.0,27.0,45.0,-4.0,Barry,Sanderson,Barry Sanderson,SKATER,F,R,1990-04-22,,USA,75.0,165.0,172.0,"5'8""",,,,
52,19146,Saginaw Spirit,2008-2009,OHL,66.0,6.0,13.0,19.0,59.0,1.0,Barry,Sanderson,Barry Sanderson,SKATER,F,R,1990-04-22,,USA,75.0,165.0,172.0,"5'8""",,,,
53,19146,Saginaw Spirit,2009-2010,OHL,56.0,14.0,14.0,28.0,52.0,5.0,Barry,Sanderson,Barry Sanderson,SKATER,F,R,1990-04-22,,USA,75.0,165.0,172.0,"5'8""",,,,
54,19146,Saginaw Spirit,2010-2011,OHL,1.0,0.0,0.0,0.0,0.0,0.0,Barry,Sanderson,Barry Sanderson,SKATER,F,R,1990-04-22,,USA,75.0,165.0,172.0,"5'8""",,,,
55,11825,Sarnia Sting,2001-2002,OHL,5.0,0.0,1.0,1.0,4.0,1.0,Dave,Pszenyczny,Dave Pszenyczny,SKATER,D,L,1985-02-18,,USA,87.0,192.0,183.0,"6'0""",,,,
56,11825,Sarnia Sting,2002-2003,OHL,68.0,13.0,14.0,27.0,116.0,22.0,Dave,Pszenyczny,Dave Pszenyczny,SKATER,D,L,1985-02-18,,USA,87.0,192.0,183.0,"6'0""",,,,
57,11825,Sarnia Sting,2003-2004,OHL,64.0,13.0,13.0,26.0,116.0,3.0,Dave,Pszenyczny,Dave Pszenyczny,SKATER,D,L,1985-02-18,,USA,87.0,192.0,183.0,"6'0""",,,,
58,11825,Mississauga IceDogs,2004-2005,OHL,54.0,8.0,15.0,23.0,147.0,4.0,Dave,Pszenyczny,Dave Pszenyczny,SKATER,D,L,1985-02-18,,USA,87.0,192.0,183.0,"6'0""",,,,
59,11825,Sarnia Sting,2004-2005,OHL,12.0,2.0,1.0,3.0,22.0,-4.0,Dave,Pszenyczny,Dave Pszenyczny,SKATER,D,L,1985-02-18,,USA,87.0,192.0,183.0,"6'0""",,,,
60,11825,Barrie Colts,2005-2006,OHL,27.0,3.0,17.0,20.0,49.0,8.0,Dave,Pszenyczny,Dave Pszenyczny,SKATER,D,L,1985-02-18,,USA,87.0,192.0,183.0,"6'0""",,,,
61,11825,Mississauga IceDogs,2005-2006,OHL,31.0,12.0,21.0,33.0,101.0,-5.0,Dave,Pszenyczny,Dave Pszenyczny,SKATER,D,L,1985-02-18,,USA,87.0,192.0,183.0,"6'0""",,,,
62,8614,Soo Greyhounds,1998-1999,OHL,66.0,21.0,35.0,56.0,30.0,7.0,Josef,Vasicek,Josef Vasicek,SKATER,F,L,1980-09-12,HC Havlickuv Brod,CZE,91.0,201.0,194.0,"6'4""",,,,
63,8614,Soo Greyhounds,1999-2000,OHL,54.0,26.0,46.0,72.0,49.0,16.0,Josef,Vasicek,Josef Vasicek,SKATER,F,L,1980-09-12,HC Havlickuv Brod,CZE,91.0,201.0,194.0,"6'4""",,,,
64,268956,Saginaw Spirit,2016-2017,OHL,63.0,1.0,2.0,3.0,22.0,-20.0,Kyle,Bollers,Kyle Bollers,SKATER,F,L,1999-03-12,,CAN,77.0,170.0,180.0,"5'11""",,,,
65,268956,Saginaw Spirit,2017-2018,OHL,56.0,8.0,10.0,18.0,29.0,-1.0,Kyle,Bollers,Kyle Bollers,SKATER,F,L,1999-03-12,,CAN,77.0,170.0,180.0,"5'11""",,,,
66,268956,Oshawa Generals,2018-2019,OHL,49.0,1.0,8.0,9.0,29.0,-1.0,Kyle,Bollers,Kyle Bollers,SKATER,F,L,1999-03-12,,CAN,77.0,170.0,180.0,"5'11""",,,,
67,12024,London Knights,1995-1996,OHL,55.0,2.0,7.0,9.0,264.0,,Brandon,Sugden,Brandon Sugden,SKATER,F,R,1978-06-23,,CAN,105.0,231.0,194.0,"6'4""",,,,
68,12024,London Knights,1996-1997,OHL,31.0,4.0,10.0,14.0,158.0,,Brandon,Sugden,Brandon Sugden,SKATER,F,R,1978-06-23,,CAN,105.0,231.0,194.0,"6'4""",,,,
69,12024,Sudbury Wolves,1996-1997,OHL,20.0,0.0,4.0,4.0,70.0,,Brandon,Sugden,Brandon Sugden,SKATER,F,R,1978-06-23,,CAN,105.0,231.0,194.0,"6'4""",,,,
70,12024,Barrie Colts,1997-1998,OHL,49.0,6.0,21.0,27.0,191.0,5.0,Brandon,Sugden,Brandon Sugden,SKATER,F,R,1978-06-23,,CAN,105.0,231.0,194.0,"6'4""",,,,
71,12024,Sudbury Wolves,1997-1998,OHL,11.0,2.0,3.0,5.0,62.0,-4.0,Brandon,Sugden,Brandon Sugden,SKATER,F,R,1978-06-23,,CAN,105.0,231.0,194.0,"6'4""",,,,
72,14959,Saginaw Spirit,2003-2004,OHL,64.0,5.0,4.0,9.0,21.0,-10.0,Patrick,Asselin,Patrick Asselin,SKATER,F,L,1987-07-02,,CAN,83.0,183.0,180.0,"5'11""",,,,
73,14959,Saginaw Spirit,2004-2005,OHL,55.0,6.0,9.0,15.0,30.0,-15.0,Patrick,Asselin,Patrick Asselin,SKATER,F,L,1987-07-02,,CAN,83.0,183.0,180.0,"5'11""",,,,
74,14959,Saginaw Spirit,2005-2006,OHL,68.0,23.0,21.0,44.0,45.0,0.0,Patrick,Asselin,Patrick Asselin,SKATER,F,L,1987-07-02,,CAN,83.0,183.0,180.0,"5'11""",,,,
75,14959,Saginaw Spirit,2006-2007,OHL,68.0,27.0,26.0,53.0,28.0,12.0,Patrick,Asselin,Patrick Asselin,SKATER,F,L,1987-07-02,,CAN,83.0,183.0,180.0,"5'11""",,,,
76,14959,Oshawa Generals,2007-2008,OHL,48.0,32.0,31.0,63.0,23.0,4.0,Patrick,Asselin,Patrick Asselin,SKATER,F,L,1987-07-02,,CAN,83.0,183.0,180.0,"5'11""",,,,
77,14959,Saginaw Spirit,2007-2008,OHL,15.0,9.0,6.0,15.0,11.0,-4.0,Patrick,Asselin,Patrick Asselin,SKATER,F,L,1987-07-02,,CAN,83.0,183.0,180.0,"5'11""",,,,
78,738890,Kitchener Rangers,2021-2022,OHL,31.0,3.0,6.0,9.0,7.0,-8.0,Adrian,Misaljevic,Adrian Misaljevic,SKATER,F,L,2004-07-10,,CAN,79.0,174.0,180.0,"5'11""",,,,
79,145953,Erie Otters,2011-2012,OHL,7.0,0.0,0.0,0.0,2.0,-4.0,Sean,Darroch,Sean Darroch,SKATER,F,R,1995-08-29,,CAN,86.0,190.0,185.0,"6'1""",,,,
80,37690,Ottawa 67's,2007-2008,OHL,55.0,9.0,6.0,15.0,40.0,-16.0,Jon,Carnevale,Jon Carnevale,SKATER,F,R,1991-06-21,,CAN,86.0,190.0,183.0,"6'0""",,,,
81,37690,Ottawa 67's,2008-2009,OHL,65.0,9.0,11.0,20.0,70.0,-7.0,Jon,Carnevale,Jon Carnevale,SKATER,F,R,1991-06-21,,CAN,86.0,190.0,183.0,"6'0""",,,,
82,37690,Ottawa 67's,2009-2010,OHL,54.0,9.0,2.0,11.0,50.0,-2.0,Jon,Carnevale,Jon Carnevale,SKATER,F,R,1991-06-21,,CAN,86.0,190.0,183.0,"6'0""",,,,
83,37690,Ottawa 67's,2010-2011,OHL,37.0,5.0,4.0,9.0,48.0,2.0,Jon,Carnevale,Jon Carnevale,SKATER,F,R,1991-06-21,,CAN,86.0,190.0,183.0,"6'0""",,,,
84,66735,Guelph Storm,2004-2005,OHL,28.0,3.0,3.0,6.0,109.0,3.0,Cory,Konecny,Cory Konecny,SKATER,F,R,1985-10-22,,CAN,84.0,185.0,182.0,"6'0""",,,,
85,66735,Oshawa Generals,2004-2005,OHL,21.0,0.0,0.0,0.0,48.0,-12.0,Cory,Konecny,Cory Konecny,SKATER,F,R,1985-10-22,,CAN,84.0,185.0,182.0,"6'0""",,,,
86,66735,Guelph Storm,2005-2006,OHL,7.0,3.0,1.0,4.0,30.0,0.0,Cory,Konecny,Cory Konecny,SKATER,F,R,1985-10-22,,CAN,84.0,185.0,182.0,"6'0""",,,,
87,66735,Kitchener Rangers,2005-2006,OHL,51.0,11.0,15.0,26.0,129.0,12.0,Cory,Konecny,Cory Konecny,SKATER,F,R,1985-10-22,,CAN,84.0,185.0,182.0,"6'0""",,,,
88,89694,Erie Otters,2010-2011,OHL,65.0,1.0,12.0,13.0,27.0,14.0,Adam,Pelech,Adam Pelech,SKATER,D,L,1994-08-16,Toronto Marlboros MHA,CAN,93.0,205.0,191.0,"6'3""",2012.0,3.0,65.0,New York Islanders
89,89694,Erie Otters,2011-2012,OHL,44.0,2.0,18.0,20.0,52.0,-20.0,Adam,Pelech,Adam Pelech,SKATER,D,L,1994-08-16,Toronto Marlboros MHA,CAN,93.0,205.0,191.0,"6'3""",2012.0,3.0,65.0,New York Islanders
90,89694,Erie Otters,2012-2013,OHL,59.0,8.0,32.0,40.0,98.0,-16.0,Adam,Pelech,Adam Pelech,SKATER,D,L,1994-08-16,Toronto Marlboros MHA,CAN,93.0,205.0,191.0,"6'3""",2012.0,3.0,65.0,New York Islanders
91,89694,Erie Otters,2013-2014,OHL,60.0,9.0,45.0,54.0,46.0,52.0,Adam,Pelech,Adam Pelech,SKATER,D,L,1994-08-16,Toronto Marlboros MHA,CAN,93.0,205.0,191.0,"6'3""",2012.0,3.0,65.0,New York Islanders
92,344576,North Bay Battalion,2016-2017,OHL,10.0,0.0,1.0,1.0,4.0,-1.0,Eric,Nagy,Eric Nagy,SKATER,D,R,1997-10-28,,CAN,86.0,190.0,183.0,"6'0""",,,,
93,45405,Erie Otters,2009-2010,OHL,67.0,1.0,5.0,6.0,8.0,-15.0,Jordan,Coccimiglio,Jordan Coccimiglio,SKATER,F,L,1993-02-27,,CAN,84.0,185.0,183.0,"6'0""",,,,
94,45405,Barrie Colts,2010-2011,OHL,23.0,1.0,1.0,2.0,7.0,-8.0,Jordan,Coccimiglio,Jordan Coccimiglio,SKATER,F,L,1993-02-27,,CAN,84.0,185.0,183.0,"6'0""",,,,
95,45405,Erie Otters,2010-2011,OHL,31.0,3.0,4.0,7.0,6.0,-7.0,Jordan,Coccimiglio,Jordan Coccimiglio,SKATER,F,L,1993-02-27,,CAN,84.0,185.0,183.0,"6'0""",,,,
96,234453,London Knights,2013-2014,OHL,7.0,0.0,0.0,0.0,0.0,-1.0,Josh,Defarias,Josh Defarias,SKATER,D,L,1997-03-28,,CAN,84.0,185.0,183.0,"6'0""",,,,
97,234453,London Knights,2014-2015,OHL,3.0,0.0,0.0,0.0,0.0,0.0,Josh,Defarias,Josh Defarias,SKATER,D,L,1997-03-28,,CAN,84.0,185.0,183.0,"6'0""",,,,
98,234453,Sarnia Sting,2014-2015,OHL,19.0,2.0,2.0,4.0,4.0,1.0,Josh,Defarias,Josh Defarias,SKATER,D,L,1997-03-28,,CAN,84.0,185.0,183.0,"6'0""",,,,
99,117736,Owen Sound Attack,2011-2012,OHL,49.0,3.0,16.0,19.0,33.0,7.0,Chris,Bigras,Chris Bigras,SKATER,D,L,1995-02-22,Barrie MHA,CAN,87.0,192.0,185.0,"6'1""",2013.0,2.0,32.0,Colorado Avalanche
100,117736,Owen Sound Attack,2012-2013,OHL,68.0,8.0,30.0,38.0,34.0,35.0,Chris,Bigras,Chris Bigras,SKATER,D,L,1995-02-22,Barrie MHA,CAN,87.0,192.0,185.0,"6'1""",2013.0,2.0,32.0,Colorado Avalanche
101,117736,Owen Sound Attack,2013-2014,OHL,55.0,4.0,23.0,27.0,46.0,-11.0,Chris,Bigras,Chris Bigras,SKATER,D,L,1995-02-22,Barrie MHA,CAN,87.0,192.0,185.0,"6'1""",2013.0,2.0,32.0,Colorado Avalanche
102,117736,Owen Sound Attack,2014-2015,OHL,62.0,20.0,51.0,71.0,52.0,9.0,Chris,Bigras,Chris Bigras,SKATER,D,L,1995-02-22,Barrie MHA,CAN,87.0,192.0,185.0,"6'1""",2013.0,2.0,32.0,Colorado Avalanche
103,292067,Kingston Frontenacs,2019-2020,OHL,28.0,11.0,22.0,33.0,2.0,0.0,Martin,Chromiak,Martin Chromiak,SKATER,F,R,2002-08-20,MHK Dubnica,SVK,85.0,187.0,183.0,"6'0""",2020.0,5.0,128.0,Los Angeles Kings
104,292067,Kingston Frontenacs,2021-2022,OHL,60.0,44.0,42.0,86.0,8.0,15.0,Martin,Chromiak,Martin Chromiak,SKATER,F,R,2002-08-20,MHK Dubnica,SVK,85.0,187.0,183.0,"6'0""",2020.0,5.0,128.0,Los Angeles Kings
105,710729,Kingston Frontenacs,2021-2022,OHL,16.0,0.0,2.0,2.0,2.0,1.0,Duncan,Schneider,Duncan Schneider,SKATER,D,L,2005-07-05,,CAN,81.0,179.0,185.0,"6'1""",,,,
106,9117,Erie Otters,1999-2000,OHL,52.0,4.0,18.0,22.0,12.0,7.0,Carlo,Colaiacovo,Carlo Colaiacovo,SKATER,D,L,1983-01-27,York Toros,CAN,92.0,203.0,185.0,"6'1""",2001.0,1.0,17.0,Toronto Maple Leafs
107,9117,Erie Otters,2000-2001,OHL,62.0,12.0,27.0,39.0,59.0,46.0,Carlo,Colaiacovo,Carlo Colaiacovo,SKATER,D,L,1983-01-27,York Toros,CAN,92.0,203.0,185.0,"6'1""",2001.0,1.0,17.0,Toronto Maple Leafs
108,9117,Erie Otters,2001-2002,OHL,60.0,13.0,27.0,40.0,49.0,31.0,Carlo,Colaiacovo,Carlo Colaiacovo,SKATER,D,L,1983-01-27,York Toros,CAN,92.0,203.0,185.0,"6'1""",2001.0,1.0,17.0,Toronto Maple Leafs
109,9117,Erie Otters,2002-2003,OHL,35.0,14.0,21.0,35.0,12.0,-12.0,Carlo,Colaiacovo,Carlo Colaiacovo,SKATER,D,L,1983-01-27,York Toros,CAN,92.0,203.0,185.0,"6'1""",2001.0,1.0,17.0,Toronto Maple Leafs
110,45393,Belleville Bulls,2009-2010,OHL,49.0,2.0,3.0,5.0,8.0,-11.0,Braeden,Corbeth,Braeden Corbeth,SKATER,F,L,1992-06-14,Minor Oaks Hockey Association,CAN,86.0,190.0,185.0,"6'1""",,,,
111,45393,Belleville Bulls,2010-2011,OHL,60.0,6.0,9.0,15.0,13.0,-20.0,Braeden,Corbeth,Braeden Corbeth,SKATER,F,L,1992-06-14,Minor Oaks Hockey Association,CAN,86.0,190.0,185.0,"6'1""",,,,
112,45393,Belleville Bulls,2011-2012,OHL,2.0,0.0,0.0,0.0,0.0,0.0,Braeden,Corbeth,Braeden Corbeth,SKATER,F,L,1992-06-14,Minor Oaks Hockey Association,CAN,86.0,190.0,185.0,"6'1""",,,,
113,89102,Sarnia Sting,2005-2006,OHL,66.0,3.0,4.0,7.0,80.0,-20.0,Danny,Anger,Danny Anger,SKATER,F,R,1988-08-04,,CAN,86.0,190.0,180.0,"5'11""",,,,
114,89102,Sarnia Sting,2006-2007,OHL,65.0,6.0,6.0,12.0,63.0,-1.0,Danny,Anger,Danny Anger,SKATER,F,R,1988-08-04,,CAN,86.0,190.0,180.0,"5'11""",,,,
115,403916,Windsor Spitfires,2016-2017,OHL,41.0,2.0,2.0,4.0,6.0,-5.0,Tyler,Angle,Tyler Angle,SKATER,F,L,2000-09-30,,CAN,78.0,172.0,178.0,"5'10""",2019.0,7.0,212.0,Columbus Blue Jackets
